Soil,Rainfall,Temperature,Season,CropSuccess
Loamy,Low,Hot,Spring,Yes
Clay,Medium,Warm,Summer,No
Silty,Low,Cool,Winter,Yes
Clay,Low,Hot,Winter,Yes
Clay,Medium,Hot,Summer,No
Peaty,High,Warm,Summer,No
Sandy,High,Cool,Monsoon,No
Peaty,High,Cool,Monsoon,Yes
Peaty,High,Hot,Summer,Yes
Silty,Medium,Warm,Monsoon,No
Loamy,High,Cool,Winter,No
Sandy,Low,Hot,Monsoon,No
Sandy,Low,Warm,Autumn,Yes
Clay,Medium,Warm,Monsoon,No
Peaty,Low,Hot,Summer,No
Loamy,Medium,Warm,Summer,Yes
Sandy,Low,Warm,Autumn,No
Silty,Medium,Cool,Summer,Yes
Loamy,Low,Hot,Monsoon,No
Clay,Low,Warm,Winter,No
Clay,Low,Warm,Monsoon,No
Clay,High,Cool,Autumn,Yes
Loamy,Medium,Warm,Summer,No
Silty,High,Cool,Summer,Yes
Loamy,Low,Warm,Monsoon,No
Loamy,Medium,Cool,Autumn,Yes
Loamy,Medium,Cool,Summer,No
Loamy,High,Warm,Summer,Yes
Peaty,Medium,Cool,Autumn,Yes
Peaty,Low,Cool,Summer,No
Sandy,Low,Warm,Winter,No
Sandy,High,Cool,Summer,Yes
Sandy,Low,Hot,Summer,Yes
Silty,High,Hot,Summer,No
Silty,High,Cool,Winter,No
Sandy,Low,Warm,Summer,Yes
Peaty,High,Hot,Winter,No
Silty,High,Cool,Summer,Yes
Peaty,Medium,Cool,Monsoon,Yes
Loamy,High,Hot,Autumn,No
Clay,High,Warm,Summer,No
Sandy,High,Warm,Winter,No
Clay,Low,Hot,Spring,Yes
Clay,Medium,Warm,Monsoon,Yes
Peaty,Medium,Warm,Monsoon,No
Peaty,Medium,Hot,Summer,No
Peaty,Low,Warm,Winter,Yes
Sandy,Medium,Cool,Monsoon,Yes
Clay,High,Warm,Spring,Yes
Peaty,Low,Cool,Spring,No
Loamy,Medium,Warm,Winter,No
Loamy,Low,Hot,Winter,No
Loamy,High,Cool,Autumn,No
Clay,Medium,Cool,Spring,Yes
Clay,High,Hot,Winter,Yes
Silty,Medium,Hot,Monsoon,Yes
Loamy,High,Warm,Autumn,No
Clay,High,Warm,Autumn,No
Loamy,Medium,Hot,Monsoon,No
Silty,Medium,Hot,Monsoon,No
Peaty,Medium,Warm,Spring,No
Silty,Low,Hot,Autumn,No
Silty,Medium,Warm,Autumn,Yes
Sandy,Medium,Hot,Summer,No
Peaty,Medium,Warm,Summer,No
Peaty,Low,Hot,Summer,Yes
Loamy,Low,Warm,Summer,Yes
Loamy,Medium,Cool,Winter,Yes
Loamy,Low,Hot,Spring,Yes
Sandy,Low,Hot,Spring,No
Sandy,Low,Warm,Autumn,No
Silty,Low,Warm,Winter,No
Sandy,High,Cool,Monsoon,No
Loamy,High,Cool,Autumn,No
Clay,Low,Cool,Spring,Yes
Clay,High,Hot,Autumn,No
Silty,Medium,Cool,Spring,Yes
Peaty,Low,Hot,Monsoon,No
Clay,High,Hot,Monsoon,No
Clay,Medium,Hot,Spring,No
Clay,Low,Warm,Spring,No
Peaty,High,Warm,Spring,Yes
Peaty,High,Cool,Autumn,Yes
Silty,Low,Cool,Spring,No
Clay,Low,Warm,Monsoon,No
Clay,Low,Warm,Summer,No
Loamy,Medium,Warm,Autumn,No
Sandy,High,Cool,Spring,No
Clay,Medium,Cool,Summer,Yes
Loamy,High,Hot,Spring,Yes
Sandy,Medium,Cool,Spring,No
Silty,Low,Cool,Summer,Yes
Loamy,Low,Cool,Winter,No
Silty,Low,Warm,Winter,No
Clay,Low,Cool,Monsoon,No
Peaty,High,Cool,Autumn,No
Silty,Medium,Cool,Autumn,Yes
Silty,High,Warm,Winter,No
Peaty,Medium,Cool,Winter,No
Clay,High,Hot,Monsoon,No
Sandy,Low,Hot,Monsoon,Yes
Sandy,High,Hot,Monsoon,Yes
Silty,High,Cool,Summer,Yes
Loamy,High,Warm,Spring,Yes
Sandy,Low,Hot,Summer,No
Loamy,High,Warm,Winter,No
Loamy,High,Cool,Monsoon,No
Loamy,Low,Cool,Spring,Yes
Peaty,Medium,Hot,Monsoon,No
Clay,Medium,Warm,Autumn,Yes
Loamy,Low,Warm,Autumn,No
Clay,Medium,Hot,Monsoon,No
Silty,High,Cool,Winter,Yes
Loamy,Medium,Hot,Monsoon,No
Clay,High,Cool,Autumn,Yes
Loamy,High,Hot,Summer,No
Clay,High,Warm,Spring,No
Clay,Low,Hot,Spring,No
Loamy,High,Cool,Monsoon,No
Peaty,High,Cool,Winter,No
Silty,Low,Hot,Winter,Yes
Peaty,Low,Warm,Monsoon,No
Sandy,High,Cool,Spring,No
Silty,Medium,Warm,Autumn,Yes
Sandy,Low,Warm,Summer,No
Peaty,Low,Hot,Summer,Yes
Sandy,Low,Hot,Winter,Yes
Sandy,High,Hot,Winter,Yes
Silty,Medium,Cool,Spring,No
Sandy,High,Cool,Spring,No
Peaty,Medium,Cool,Monsoon,No
Silty,Low,Cool,Autumn,Yes
Loamy,Low,Cool,Autumn,Yes
Silty,Low,Hot,Monsoon,No
Loamy,Medium,Cool,Spring,No
Clay,High,Cool,Autumn,No
Peaty,High,Cool,Spring,No
Silty,Medium,Cool,Summer,Yes
Sandy,Medium,Cool,Summer,Yes
Silty,Medium,Hot,Spring,Yes
Loamy,Low,Hot,Monsoon,No
Loamy,Low,Warm,Summer,Yes
Loamy,Medium,Warm,Autumn,Yes
Peaty,High,Cool,Monsoon,No
Loamy,High,Warm,Autumn,No
Silty,Medium,Warm,Monsoon,Yes
Sandy,Low,Hot,Monsoon,Yes
Silty,Low,Hot,Autumn,No
Sandy,High,Warm,Winter,No
Peaty,Low,Hot,Summer,Yes
Clay,Low,Cool,Summer,No
Silty,Low,Hot,Summer,No
Sandy,Medium,Cool,Spring,Yes
Peaty,High,Hot,Monsoon,Yes
Peaty,Low,Warm,Spring,Yes
Silty,Low,Warm,Summer,No
Peaty,Low,Hot,Summer,No
Clay,Medium,Warm,Winter,No
Peaty,Medium,Cool,Winter,Yes
Sandy,Medium,Warm,Summer,Yes
Silty,High,Warm,Winter,Yes
Silty,High,Hot,Spring,Yes
Silty,Low,Hot,Winter,No
Silty,Medium,Cool,Autumn,No
Sandy,High,Cool,Summer,Yes
Loamy,Medium,Warm,Spring,No
Sandy,Medium,Hot,Spring,No
Clay,High,Warm,Spring,No
Peaty,Low,Hot,Monsoon,No
Loamy,Low,Hot,Spring,Yes
Sandy,Medium,Hot,Spring,Yes
Peaty,Medium,Warm,Monsoon,No
Sandy,Low,Warm,Spring,Yes
Sandy,Low,Warm,Spring,Yes
Clay,Low,Hot,Autumn,No
Peaty,Low,Cool,Summer,No
Clay,Medium,Warm,Summer,No
Clay,Medium,Hot,Spring,No
Sandy,High,Hot,Monsoon,Yes
Sandy,High,Warm,Autumn,No
Loamy,Medium,Hot,Summer,Yes
Peaty,Medium,Hot,Monsoon,Yes
Sandy,High,Warm,Spring,Yes
Loamy,High,Warm,Summer,Yes
Loamy,Medium,Hot,Autumn,Yes
Loamy,Low,Warm,Summer,No
Clay,Low,Hot,Summer,No
Clay,High,Warm,Monsoon,No
Sandy,High,Warm,Winter,No
Loamy,Low,Hot,Summer,Yes
Sandy,Low,Warm,Winter,No
Loamy,High,Hot,Spring,Yes
Loamy,Low,Cool,Summer,No
Peaty,Medium,Cool,Spring,No
Clay,High,Warm,Monsoon,Yes
Peaty,Medium,Cool,Monsoon,No
Peaty,Low,Warm,Winter,No
Peaty,Medium,Hot,Summer,No
Loamy,Medium,Hot,Winter,Yes
Clay,Medium,Warm,Spring,Yes
Loamy,High,Hot,Winter,No
Sandy,Medium,Warm,Autumn,No
Peaty,High,Warm,Winter,Yes
Loamy,Medium,Hot,Winter,No
Peaty,Medium,Cool,Spring,Yes
Peaty,Medium,Hot,Monsoon,No
Clay,Medium,Cool,Summer,No
Silty,Low,Hot,Summer,No
Loamy,Medium,Warm,Winter,No
Silty,Low,Warm,Summer,No
Sandy,Medium,Warm,Monsoon,Yes
Clay,High,Warm,Spring,Yes
Loamy,Medium,Hot,Monsoon,No
Silty,Low,Hot,Winter,No
Clay,Low,Cool,Summer,Yes
Silty,High,Cool,Summer,Yes
Peaty,Low,Warm,Spring,No
Silty,Low,Hot,Monsoon,No
Peaty,High,Warm,Autumn,No
Loamy,Medium,Cool,Winter,Yes
Clay,Low,Hot,Monsoon,No
Silty,Medium,Warm,Autumn,No
Loamy,High,Hot,Autumn,Yes
Peaty,Low,Cool,Spring,No
Silty,High,Cool,Autumn,No
Loamy,Medium,Warm,Winter,No
Clay,Low,Hot,Summer,No
Clay,High,Hot,Monsoon,Yes
Silty,Low,Warm,Monsoon,No
Silty,Low,Cool,Monsoon,No
Sandy,High,Hot,Spring,No
Loamy,Low,Hot,Autumn,No
Peaty,Medium,Warm,Monsoon,Yes
Sandy,Low,Cool,Monsoon,No
Loamy,Medium,Warm,Monsoon,No
Peaty,Medium,Hot,Summer,No
Sandy,High,Warm,Autumn,No
Silty,High,Cool,Winter,No
Loamy,Low,Hot,Winter,Yes
Silty,Medium,Cool,Summer,No
Loamy,Medium,Cool,Monsoon,No
Peaty,High,Cool,Summer,No
Loamy,Medium,Cool,Spring,Yes
Sandy,High,Hot,Autumn,No
Silty,High,Hot,Autumn,Yes
Sandy,Low,Cool,Winter,No
Silty,Medium,Warm,Summer,No
Clay,Low,Warm,Autumn,Yes
Silty,Low,Hot,Monsoon,No
Peaty,Low,Warm,Monsoon,Yes
Peaty,Medium,Hot,Winter,No
Peaty,High,Hot,Autumn,No
Sandy,High,Hot,Monsoon,No
Peaty,Low,Cool,Winter,No
Sandy,Low,Cool,Winter,No
Peaty,Low,Cool,Winter,Yes
Clay,Low,Cool,Spring,Yes
Silty,Medium,Hot,Summer,Yes
Loamy,Medium,Warm,Autumn,No
Peaty,Medium,Hot,Autumn,No
Loamy,Medium,Hot,Spring,No
Loamy,High,Cool,Winter,No
Clay,Low,Warm,Autumn,Yes
Loamy,Low,Cool,Summer,No
Sandy,Low,Warm,Monsoon,No
Silty,Medium,Hot,Spring,No
Peaty,High,Cool,Summer,Yes
Silty,High,Warm,Autumn,Yes
Silty,Low,Hot,Autumn,No
Loamy,Medium,Cool,Spring,No
Silty,Low,Warm,Summer,No
Sandy,Medium,Warm,Spring,No
Clay,Low,Warm,Autumn,Yes
Peaty,High,Cool,Summer,Yes
Sandy,Medium,Warm,Winter,No
Peaty,Medium,Warm,Monsoon,No
Loamy,High,Cool,Winter,No
Clay,High,Cool,Spring,Yes
Sandy,Low,Warm,Monsoon,Yes
Loamy,High,Hot,Summer,Yes
Clay,Medium,Cool,Spring,Yes
Clay,Low,Hot,Autumn,No
Peaty,High,Cool,Spring,No
Sandy,High,Warm,Spring,No
Silty,High,Warm,Monsoon,Yes
Silty,Low,Cool,Summer,No
Peaty,High,Hot,Summer,Yes
Sandy,High,Cool,Monsoon,No
Silty,High,Cool,Spring,Yes
Clay,Medium,Hot,Summer,No
Clay,Low,Hot,Autumn,No
Loamy,Medium,Hot,Autumn,No
Peaty,Medium,Cool,Monsoon,No
Clay,High,Warm,Autumn,Yes
Sandy,High,Hot,Spring,No
Loamy,Low,Cool,Monsoon,No
Loamy,Medium,Cool,Autumn,No
Clay,Medium,Hot,Winter,Yes
Silty,Medium,Hot,Winter,No
Peaty,High,Warm,Autumn,Yes
Loamy,Low,Cool,Autumn,No
Loamy,Low,Hot,Summer,No
Loamy,High,Hot,Monsoon,No
Clay,High,Cool,Spring,No
Loamy,Low,Hot,Summer,No
Loamy,Low,Hot,Summer,No
Peaty,Medium,Warm,Spring,Yes
Sandy,Medium,Cool,Autumn,No
Loamy,Low,Warm,Winter,Yes
Clay,Medium,Hot,Spring,Yes
Peaty,Low,Warm,Summer,No
Peaty,Medium,Warm,Summer,No
Sandy,Low,Warm,Summer,Yes
Peaty,High,Cool,Autumn,Yes
Silty,High,Cool,Summer,No
Silty,High,Hot,Summer,Yes
Clay,High,Hot,Autumn,No
Sandy,High,Warm,Summer,No
Loamy,Medium,Cool,Spring,Yes
Silty,High,Hot,Monsoon,Yes
Loamy,Medium,Cool,Spring,Yes
Loamy,Low,Warm,Autumn,No
Silty,Medium,Warm,Spring,No
Clay,High,Hot,Winter,No
Silty,Low,Hot,Spring,Yes
Sandy,Low,Hot,Monsoon,Yes
Loamy,Low,Hot,Autumn,Yes
Peaty,Low,Hot,Winter,Yes
Loamy,High,Cool,Autumn,No
Clay,High,Hot,Autumn,No
Peaty,High,Warm,Summer,No
Clay,Medium,Cool,Winter,Yes
Loamy,Low,Cool,Monsoon,No
Peaty,Low,Hot,Spring,No
Sandy,Medium,Cool,Summer,No
Peaty,Low,Warm,Summer,No
Clay,High,Hot,Summer,Yes
Peaty,High,Hot,Spring,No
Sandy,High,Hot,Winter,Yes
Clay,Medium,Cool,Summer,Yes
Sandy,Medium,Hot,Monsoon,No
Clay,High,Hot,Winter,Yes
Peaty,Medium,Cool,Monsoon,No
Peaty,Low,Cool,Winter,No
Silty,Low,Cool,Winter,No
Loamy,High,Cool,Autumn,No
Sandy,Medium,Cool,Monsoon,Yes
Silty,Medium,Cool,Winter,Yes
Clay,Medium,Hot,Winter,No
Loamy,High,Hot,Spring,Yes
Silty,Low,Cool,Autumn,Yes
Loamy,Medium,Warm,Summer,Yes
Clay,High,Hot,Winter,Yes
Loamy,High,Cool,Winter,Yes
Clay,High,Hot,Autumn,No
Sandy,Low,Cool,Autumn,No
Silty,Low,Hot,Summer,Yes
Loamy,Medium,Cool,Autumn,Yes
Peaty,High,Cool,Summer,No
Silty,Low,Cool,Summer,No
Clay,Low,Warm,Summer,Yes
Sandy,Medium,Cool,Summer,No
Peaty,Medium,Cool,Spring,No
Clay,Low,Cool,Monsoon,No
Sandy,Low,Warm,Spring,Yes
Clay,High,Warm,Winter,No
Sandy,Medium,Warm,Winter,No
Clay,High,Cool,Winter,Yes
Loamy,Medium,Hot,Autumn,No
Clay,Medium,Cool,Autumn,Yes
Peaty,Low,Warm,Winter,No
Clay,Low,Hot,Monsoon,Yes
Silty,High,Cool,Spring,No
Loamy,Medium,Warm,Spring,No
Clay,High,Warm,Monsoon,No
Silty,Medium,Hot,Spring,No
Peaty,Low,Warm,Spring,No
Silty,Medium,Hot,Monsoon,No
Silty,High,Warm,Summer,No
Sandy,High,Hot,Summer,Yes
Clay,High,Hot,Spring,No
Peaty,Medium,Warm,Summer,Yes
Peaty,High,Warm,Autumn,Yes
Sandy,Medium,Hot,Monsoon,No
Loamy,High,Warm,Autumn,Yes
Sandy,Low,Warm,Summer,No
Sandy,High,Cool,Winter,No
Loamy,Low,Cool,Monsoon,No
Silty,High,Warm,Monsoon,No
Loamy,Medium,Cool,Spring,No
Loamy,High,Hot,Winter,Yes
Clay,High,Cool,Monsoon,No
Silty,Low,Warm,Summer,No
Peaty,Medium,Warm,Summer,Yes
Clay,Low,Warm,Summer,No
Sandy,Low,Hot,Summer,Yes
Clay,Medium,Hot,Spring,No
Peaty,Medium,Cool,Spring,No
Loamy,Low,Warm,Monsoon,No
Silty,High,Hot,Spring,No
Sandy,Low,Warm,Summer,No
Silty,High,Hot,Winter,Yes
Sandy,Medium,Warm,Spring,Yes
Silty,Low,Warm,Summer,No
Loamy,Low,Warm,Autumn,No
Silty,Low,Hot,Winter,No
Peaty,Medium,Warm,Summer,No
Clay,High,Cool,Summer,No
Peaty,Low,Cool,Monsoon,Yes
Silty,High,Hot,Winter,Yes
Sandy,High,Warm,Monsoon,No
Peaty,High,Warm,Monsoon,Yes
Peaty,High,Warm,Spring,Yes
Silty,Low,Hot,Spring,No
Loamy,High,Cool,Monsoon,No
Peaty,Low,Warm,Winter,No
Clay,Medium,Warm,Autumn,Yes
Silty,Medium,Hot,Spring,No
Sandy,High,Cool,Winter,No
Silty,Medium,Hot,Monsoon,No
Sandy,High,Warm,Summer,Yes
Clay,Medium,Warm,Summer,Yes
Clay,High,Warm,Autumn,Yes
Clay,Medium,Cool,Winter,No
Silty,Medium,Hot,Winter,Yes
Clay,Medium,Cool,Summer,No
Loamy,Low,Hot,Spring,Yes
Clay,Medium,Warm,Spring,No
Clay,High,Cool,Summer,No
Sandy,Medium,Hot,Autumn,No
Silty,Low,Hot,Spring,No
Clay,High,Cool,Spring,Yes
Silty,High,Cool,Winter,No
Clay,Low,Cool,Monsoon,No
Loamy,High,Hot,Spring,Yes
Loamy,Medium,Warm,Spring,Yes
Peaty,Medium,Hot,Winter,Yes
Silty,Low,Warm,Autumn,No
Loamy,High,Warm,Spring,No
Silty,High,Hot,Winter,No
Peaty,Medium,Hot,Winter,Yes
Sandy,Medium,Warm,Spring,Yes
Silty,Low,Warm,Autumn,No
Loamy,Medium,Cool,Monsoon,Yes
Clay,Medium,Hot,Autumn,No
Loamy,High,Hot,Spring,Yes
Loamy,Low,Warm,Autumn,Yes
Peaty,Low,Cool,Spring,Yes
Silty,High,Warm,Spring,No
Silty,High,Hot,Summer,No
Silty,High,Warm,Monsoon,Yes
Sandy,Low,Cool,Monsoon,No
Silty,Medium,Cool,Summer,No
Silty,Medium,Cool,Spring,No
Loamy,High,Hot,Winter,Yes
Loamy,Medium,Warm,Winter,No
Sandy,High,Hot,Autumn,No
Sandy,High,Cool,Autumn,No
Loamy,Low,Hot,Monsoon,Yes
Silty,Low,Cool,Spring,Yes
Silty,Low,Hot,Summer,Yes
Sandy,High,Warm,Winter,Yes
Sandy,Medium,Cool,Autumn,No
Peaty,High,Cool,Autumn,No
Silty,Medium,Cool,Summer,No
Peaty,High,Warm,Spring,Yes
Sandy,High,Cool,Summer,No
Loamy,Medium,Hot,Monsoon,No
Sandy,High,Warm,Summer,No
Sandy,Low,Cool,Monsoon,Yes
Peaty,Medium,Cool,Summer,No
Loamy,High,Warm,Autumn,Yes
Sandy,Low,Warm,Spring,No
Sandy,High,Hot,Monsoon,No
Loamy,High,Cool,Spring,No
Silty,High,Warm,Summer,No
Clay,Low,Hot,Autumn,Yes
Silty,Low,Cool,Monsoon,No
Clay,Medium,Cool,Autumn,Yes
Sandy,High,Cool,Winter,No
Loamy,Medium,Warm,Spring,No
Clay,High,Cool,Monsoon,No
Loamy,High,Warm,Winter,Yes
Silty,Low,Hot,Spring,Yes
Clay,Medium,Cool,Spring,No
Clay,High,Cool,Monsoon,No
Loamy,Low,Warm,Autumn,No
Clay,Low,Cool,Summer,Yes
Peaty,High,Hot,Spring,No
Sandy,Medium,Warm,Spring,No
Silty,Medium,Warm,Winter,No
Peaty,Medium,Hot,Autumn,No
Clay,High,Cool,Monsoon,No
Clay,Low,Cool,Autumn,Yes
Sandy,High,Warm,Summer,No
Sandy,High,Warm,Monsoon,Yes
Peaty,Low,Warm,Autumn,No
Sandy,Low,Warm,Autumn,Yes
Sandy,Medium,Cool,Winter,No
Loamy,Medium,Hot,Winter,Yes
Peaty,Low,Hot,Summer,No
Loamy,Low,Hot,Monsoon,Yes
Clay,Low,Cool,Winter,Yes
Clay,High,Warm,Winter,Yes
Sandy,Low,Cool,Autumn,Yes
Sandy,Medium,Warm,Monsoon,Yes
Loamy,Medium,Hot,Summer,No
Clay,Low,Warm,Summer,No
Sandy,High,Hot,Winter,No
Peaty,High,Warm,Spring,No
Clay,Low,Hot,Monsoon,No
Peaty,Low,Cool,Autumn,No
Clay,High,Cool,Autumn,No
Peaty,Low,Warm,Winter,No
Clay,High,Hot,Summer,No
Loamy,High,Warm,Spring,No
Silty,Medium,Warm,Summer,Yes
Loamy,Low,Warm,Autumn,Yes
Clay,High,Warm,Summer,Yes
Loamy,Low,Cool,Monsoon,Yes
Loamy,Low,Cool,Spring,No
Peaty,Low,Cool,Monsoon,No
Silty,Low,Warm,Winter,No
Peaty,Medium,Hot,Winter,No
Clay,Medium,Cool,Winter,Yes
Clay,Medium,Warm,Winter,Yes
Sandy,Low,Warm,Winter,No
Peaty,Medium,Warm,Monsoon,No
Peaty,Low,Cool,Summer,Yes
Silty,Medium,Cool,Winter,Yes
Loamy,High,Hot,Autumn,No
Loamy,Low,Cool,Monsoon,Yes
Loamy,Medium,Hot,Summer,Yes
Clay,Low,Warm,Winter,Yes
Peaty,Low,Warm,Spring,No
Loamy,Medium,Cool,Summer,Yes
Clay,High,Cool,Winter,Yes
Peaty,Medium,Cool,Autumn,No
Loamy,High,Warm,Autumn,Yes
Peaty,Medium,Hot,Summer,No
Peaty,Medium,Hot,Winter,No
Silty,Low,Warm,Spring,No
Loamy,Low,Cool,Monsoon,Yes
Clay,High,Hot,Monsoon,No
Silty,Medium,Hot,Spring,No
Peaty,High,Warm,Monsoon,No
Peaty,Medium,Warm,Winter,No
Sandy,Low,Hot,Monsoon,No
Loamy,Low,Hot,Autumn,Yes
Clay,Low,Warm,Spring,Yes
Clay,High,Warm,Autumn,No
Sandy,Medium,Warm,Monsoon,Yes
Clay,Low,Hot,Monsoon,No
Sandy,Low,Warm,Winter,No
Clay,Low,Hot,Spring,No
Peaty,Medium,Hot,Winter,No
Clay,Medium,Warm,Winter,No
Sandy,Medium,Cool,Spring,No
Clay,High,Warm,Monsoon,Yes
Clay,Low,Cool,Winter,Yes
Peaty,Medium,Cool,Autumn,No
Sandy,Medium,Warm,Summer,No
Silty,Medium,Warm,Summer,Yes
Sandy,Low,Warm,Monsoon,No
Sandy,Medium,Hot,Summer,No
Clay,Low,Cool,Winter,No
Clay,Medium,Cool,Autumn,No
Sandy,Low,Hot,Winter,Yes
Peaty,Low,Warm,Winter,No
Silty,High,Warm,Summer,No
Silty,Low,Warm,Spring,No
Silty,Medium,Warm,Summer,No
Peaty,Medium,Hot,Spring,Yes
Clay,Medium,Hot,Spring,No
Clay,Low,Warm,Spring,No
Peaty,Medium,Warm,Spring,No
Silty,Medium,Hot,Summer,Yes
Clay,Medium,Warm,Summer,No
Sandy,Medium,Cool,Monsoon,No
Silty,High,Hot,Summer,Yes
Clay,Medium,Hot,Summer,Yes
Loamy,Medium,Cool,Spring,Yes
Peaty,Low,Cool,Monsoon,No
Clay,High,Warm,Summer,No
Silty,Low,Cool,Summer,No
Sandy,High,Warm,Spring,Yes
Sandy,Medium,Hot,Winter,No
Loamy,Low,Cool,Winter,No
Silty,Medium,Hot,Monsoon,Yes
Peaty,High,Cool,Autumn,No
Peaty,Medium,Cool,Autumn,No
Clay,High,Warm,Spring,Yes
Clay,Low,Hot,Winter,No
Clay,High,Warm,Autumn,No
Clay,High,Cool,Autumn,No
Clay,High,Warm,Winter,No
Loamy,Medium,Cool,Autumn,Yes
Peaty,Medium,Cool,Spring,No
Sandy,Low,Cool,Summer,No
Loamy,High,Cool,Winter,No
Sandy,Medium,Hot,Autumn,No
Silty,High,Hot,Monsoon,Yes
Loamy,Low,Warm,Monsoon,No
Silty,Medium,Hot,Summer,Yes
Peaty,Low,Hot,Winter,No
Clay,High,Cool,Spring,No
Clay,Medium,Warm,Monsoon,No
Clay,Low,Warm,Autumn,Yes
Loamy,Medium,Hot,Monsoon,Yes
Clay,Medium,Cool,Monsoon,No
Peaty,High,Warm,Summer,No
Silty,Medium,Warm,Summer,No
Loamy,High,Warm,Monsoon,Yes
Sandy,Low,Warm,Monsoon,No
Clay,Low,Cool,Autumn,Yes
Peaty,High,Cool,Autumn,Yes
Sandy,Medium,Warm,Summer,Yes
Clay,High,Hot,Spring,No
Silty,High,Cool,Summer,No
Peaty,Low,Cool,Spring,Yes
Clay,Medium,Cool,Spring,No
Loamy,Low,Warm,Autumn,Yes
Sandy,Low,Cool,Monsoon,No
Clay,Medium,Warm,Monsoon,Yes
Clay,Low,Hot,Monsoon,No
Silty,Medium,Hot,Winter,No
Clay,Medium,Hot,Summer,Yes
Sandy,Low,Hot,Winter,Yes
Sandy,Medium,Hot,Winter,No
Peaty,Low,Warm,Winter,Yes
Clay,High,Hot,Winter,No
Sandy,High,Cool,Monsoon,No
Loamy,Low,Hot,Monsoon,No
Peaty,Medium,Warm,Autumn,No
Loamy,High,Warm,Monsoon,Yes
Peaty,High,Hot,Monsoon,Yes
Clay,Medium,Cool,Monsoon,No
Peaty,Low,Warm,Winter,Yes
Peaty,Medium,Cool,Summer,No
Clay,Medium,Cool,Spring,No
Sandy,Low,Hot,Summer,No
Loamy,High,Hot,Monsoon,No
Loamy,Medium,Hot,Winter,No
Clay,Low,Warm,Summer,No
Peaty,Low,Hot,Summer,Yes
Peaty,High,Warm,Winter,No
Peaty,Low,Hot,Monsoon,Yes
Clay,Low,Hot,Autumn,No
Silty,High,Warm,Winter,No
Peaty,High,Hot,Autumn,Yes
Peaty,Low,Warm,Winter,No
Loamy,High,Warm,Spring,No
Silty,Low,Cool,Monsoon,No
Clay,Low,Hot,Winter,No
Clay,Low,Hot,Winter,Yes
Peaty,Medium,Warm,Autumn,Yes
Peaty,Medium,Cool,Spring,No
Silty,High,Cool,Monsoon,No
Clay,Low,Warm,Monsoon,No
Silty,Low,Hot,Spring,No
Peaty,Medium,Hot,Monsoon,No
Clay,High,Hot,Winter,No
Peaty,High,Warm,Monsoon,No
Silty,Medium,Warm,Autumn,No
Sandy,Medium,Warm,Summer,No
Loamy,Low,Cool,Winter,Yes
Silty,High,Cool,Winter,No
Clay,Medium,Cool,Autumn,Yes
Sandy,Low,Cool,Winter,No
Sandy,Low,Cool,Monsoon,Yes
Loamy,Low,Hot,Spring,No
Clay,Medium,Hot,Spring,No
Sandy,High,Cool,Spring,Yes
Silty,High,Hot,Summer,No
Sandy,Medium,Hot,Autumn,No
Silty,Medium,Warm,Monsoon,Yes
Silty,Medium,Warm,Winter,No
Loamy,Medium,Cool,Autumn,No
Peaty,High,Cool,Winter,Yes
Sandy,High,Cool,Autumn,Yes
Silty,Low,Warm,Monsoon,No
Loamy,Medium,Warm,Monsoon,Yes
Sandy,Medium,Cool,Monsoon,No
Peaty,Low,Cool,Winter,Yes
Sandy,Medium,Warm,Summer,No
Peaty,Medium,Cool,Summer,No
Sandy,Low,Warm,Spring,Yes
Sandy,High,Warm,Spring,No
Peaty,Low,Hot,Spring,Yes
Peaty,Medium,Hot,Summer,Yes
Clay,Low,Hot,Monsoon,No
Peaty,Low,Warm,Autumn,No
Silty,High,Hot,Winter,Yes
Silty,Low,Hot,Winter,No
Sandy,High,Cool,Summer,No
Peaty,Low,Hot,Autumn,No
Loamy,Medium,Hot,Winter,Yes
Clay,Low,Warm,Summer,No
Sandy,Low,Warm,Monsoon,No
Loamy,Medium,Warm,Summer,No
Peaty,High,Cool,Winter,Yes
Clay,Low,Hot,Spring,No
Loamy,Low,Warm,Winter,Yes
Clay,High,Hot,Monsoon,No
Silty,Low,Cool,Winter,No
Silty,High,Hot,Autumn,No
Loamy,Medium,Cool,Monsoon,No
Peaty,Low,Cool,Winter,Yes
Peaty,High,Cool,Autumn,Yes
Silty,Medium,Hot,Monsoon,Yes
Clay,Low,Warm,Autumn,No
Loamy,Medium,Warm,Summer,No
Clay,High,Hot,Summer,Yes
Clay,High,Warm,Summer,No
Silty,Medium,Hot,Autumn,No
Peaty,High,Cool,Summer,No
Sandy,High,Hot,Winter,No
Sandy,Medium,Cool,Spring,No
Silty,High,Hot,Autumn,No
Peaty,High,Cool,Spring,No
Clay,High,Hot,Summer,No
Loamy,High,Hot,Spring,No
Peaty,Low,Warm,Spring,Yes
Sandy,Medium,Warm,Monsoon,Yes
Clay,High,Warm,Summer,No
Loamy,Low,Warm,Monsoon,Yes
Peaty,Low,Hot,Summer,No
Clay,High,Cool,Summer,Yes
Peaty,High,Warm,Monsoon,No
Clay,Low,Cool,Summer,Yes
Clay,High,Hot,Spring,No
Silty,High,Cool,Autumn,No
Clay,High,Cool,Summer,No
Silty,Medium,Cool,Monsoon,No
Peaty,High,Hot,Summer,No
Loamy,High,Hot,Summer,No
Sandy,Low,Hot,Summer,No
